id,title,lyrics,label
518,Day-O (Banana Boat Song),"Day-o…me say day-o
Daylight come and me wan go home
Day-o…me say day-o
Daylight come and me wan go home
Work all day til the mornin’ come
Daylight come and me wan go home
Stack banana til the mornin’ come
Daylight come and me wan go home
Come, Mr. Tallyman, tally me banana
Daylight come and me wan go home
Come, Mr. Tallyman, tally me banana
Daylight come and me wan go home

Lift one bunch, two bunch
Three bunch, four
Daylight come
And me wan go home
Five bunch, six bunch
Count some more

Daylight come and me wan go home
Day-o…me say day-o
Daylight come and me wan go home
Day-o…me say day-o
Daylight come and me wan go home

Seven bunch, eight
Til my arms are sore
Daylight come and me wan go home
Nine bunch, ten bunch
Go back for more
Daylight come and me wan go home
Day-o…me say day-o
Daylight come and me wan go home
Day-o…me say day-o
Daylight come and me wan go home
Day-o…me say day-o
Daylight come and me wan go home
Day-o…me say day-o
Daylight come and me wan go home
Day-o…me say day-o
Daylight come and me wan go home
Day-o…me say day-o
Daylight come and me w-a-n
G-o h-o-m-e",clean
519,Daylight Train,"Daylight Train is coming
It’s whistling round the bend
It’ll take you all around the world
And bring you home again

Get on board, little children
Get on board, little children
Get on board, little children
There’s no room for any more

Daylight train’s a good train
The best train on the track
No matter where you travel
It always brings you back

Get on board, little children
Get on board, little children
Get on board, little children
There’s room for many a more

It’ll take you through the morning
And through the afternoon
Never stops running
Till the rising of the moon

Get on board, little children
Get on board, little children
Get on board, little children
There’s room for many a more

Get on board, little children
Get on board, little children
Get on board, little children
There’s room for many a more",clean
520,Down By The Station,"Down by the station
Early in the morning
See the little pufferbellies
All in a row
See the station master
Turn the little handle
Chug chug puff puff
Off they go

Down by the station
Early in the morning
See the shiny train cars
All in a row
Waitin’ to get hitched up
And go on their adventure
Chug chug puff puff
Off they go

Down by the station
Early in the morning
See my favorite engine
Ready to tow
All the other train cars
Will follow on behind him
Chug chug puff puff
Off they go

Down by the station
Early in the morning
Climb on aboard
And hear the whistle blow
Mr. Conductor
Please take my ticket
Chug chug puff puff
Off they go

Down by the station
Early in the morning
See the little pufferbellies
All in a row
See the station master
Turn the little handle
Chug chug puff puff
Off they go

See the station master
Turn the little handle
Chug chug puff puff
Off they go
Chug chug puff puff
Off they go",clean
521,Mail Myself To You,"Chorus:
I’m gonna wrap myself in paper
I’m gonna dab myself with glue
Stick some stamps on top of my head
I’m gonna mail myself to you

I’m gonna tie me up in a red string
I’m gonna tie blue ribbons, too
I’m gonna climb up in my mailbox
I’m gonna mail myself to you

Repeat Chorus:
When you see me in your mailbox
Cut the string and let me out
Wash the glue off of my fingers
Stick some bubble gum in my mouth

Repeat Chorus:
Take me out of my wrapping paper
Wash the stamps off of my head
Pour me full of ice cream sodies
Put me in my nice warm bed
Repeat Chorus:",clean
522,The Best Sandcastle,"We’ve got our bucket and our shovels
And a job to do
We’re gonna build the best sandcastle
We’ve got the sand and the sun
And the water, too
We’re gonna build the best sandcastle
Oh, what fun for me and you
We’re the team to see it through

Chorus:
Oh Oh Oh
Watch us build and watch us dig
Gonna be the best sandcastle
We’ll work all day to make it big
Gonna be the best sandcastle
It’s got a moat all around
And a secret door
A fancy turret and so much more
It’s gonna be the best
Gonna be the best
Gonna be the best
Sandcastle

I’m with my friends having so much fun
Gonna be the best sandcastle
We’ll fly our flag in the setting sun
Gonna be the best sandcastle
Now it’s time to fill the moat
Then I’m gonna launch my boat

Repeat Chorus

Ah ah ah ah ah
Watch us build and watch us dig
Gonna be the best sandcastle
We’ll work all day to make it big
Gonna be the best sandcastle
Gonna be the best sandcastle
Gonna be the best sandcastle",clean
523,The Caissons Go Rolling Along,"Over hill
Over dale
We have hit the dusty trail
And those caissons go rolling along
In and out
Hear them shout
Countermarch
And right about
And those caissons go rolling along
Then it’s Hi! Hi! Hee!
In the field artillery
Sound off your numbers
Loud and strong
‘2, 3, 4’
Where’er you go
You will always know
That those caissons are rolling along
That those caissons are rolling along

Take the path
Through the trees
Guess what’s hiding in the leaves
As our team goes hiking along
Look up high
Look down low
Keep your eyes on where they go
As our team goes hiking along
Then it’s HI! Hi! Hee!
In the field artillery
Sound off your numbers
Loud and strong
‘2, 3, 4’
Where’er you go
You will always know
That those caissons are rolling along
That those caissons are rolling along
That those caissons
Are rolling along",clean
524,The Name Game,"The name game
Seanie!
Seanie, Seanie, bo-ba-nee
Bo-na-na fan-na, fo-fa-nee
Fee fi mo-ma-nee
Seanie!

Katie!
Katie, Katie, bo-ba-tee
Bo-na-na fan-na, fo-fa-nee
Fee fi mo-may-tee
Katie!

Now, come on everybody
I say now let’s play a game
I betcha I can make a rhyme
Out of anybody’s name
The first letter of the name
I treat it like it wasn’t there
But a “B” of an “F,”
Or an “M” will appear
And then say “bo”
Add a “B” then I say the name
Then “bo- na- na, fana” and “fo”
And they I say the name again
With an “F” very plain,
Then a “fee fi” and a “mo.”
And then I say the name again
With an “M” this time
And there isn’t any name
That I can’t rhyme

Arnold!
Arnold, Arnold, bo-bar-nold
Bo-na-na, fan-na fo-far-nold,
Fee fi mo-mar-nold
Arnold!

But if the first two letter
Are ever the same
Drop the both,
Then say the name
Like Bob, Bob
Drop the “B’s,” bo-ob
Or Fred, Fred
Drop the “F’s,” fo- red
Mary, Mary
Drop the “M’s,” mo- rar- y
That’s the only rule
That is contrary

Say “Bo”
(Bo)
Now Tony with a “B”
(Bony)
Now bo-na-na, fan-na and fo
(Bo-na-na, fan-na fo)
Now you say the name again
With an “F,” very plain
Then a fee, fi and a mo
And then you say the name again
With an “M” this time
And there isn’t any name
That you can’t rhyme

Tony!
Tony, Tony, bo-bon-ey
Bo-na-na fan-na fo-fo-ney
Fee fi mo money
Tony!

Marsha!
Marsha, Marsha, bo-bar-sha
Bo-na-na fan-na fo-far-sha
Fee fi mo-ar-sha
Marsha!

The name game
The name game
The name game",clean
525,Them Bones,"So you wanna be a doctor
Well the getting there is slow
A whole lot of school to learn the
Things you gotta know
We’re going to call on our friend
The skeleton
And name these bones one by one

You got the foot bones
Connect the shin bones
Connect the thigh bones
Connect the hip bones

Now what we’ve got here is the lower
Half of the body beautiful
And that’s no laugh
The other bones of the body we need
You see
Cause put together neatly
They make you and me

These bones, these bones, gonna
Walk around
These bones, these bones gonna
Jump around
These bones, these bones gonna
Dance around
These bones, these body bones

We got the finger bones
Connect the hand bones
Connect the arm bones
Connect the shoulder bones

Now, you and me are gonna play a little game
I’ll point to the bone
And you say the name
Foot bone
Shin bone
Thigh bone
Hip bone
Finger bone
Hand bone
Arm bone
Head bone
And all these bones together
Make the curvy backbone

Now that is good
And now you all know
How the bones fit together
From head to toe
Just stand close together
And do your thing
We’ll put all the bones
Together again
As we sing
One, two say what’s in your shoe

The foot bones connected to the
Shin bones
The shin bones connected to the
Thigh bones
The thigh bones connected to the
Hip bones
These bones gonna walk around
And the finger bones connected to the
Hand bones
The hand bones connected to the
Arm bones
The arm bones connected to the
Shoulder bones
And all the bones connected to the
Head bone

These bones of the body love to
Walk around
These bones of the body love to
Jump around
These bones of the body love to
Dance around
We love these body bones
We love these body bones
We love these body bones",clean
526,Watch Our Oats And Barley Grow,"Watch our oats and barley grow
Watch our oats and barley grow
Can you or I or anyone know
How the oats and barley grow
Here’s the farmer sowing seeds
Then he bends and picks the weeds
Stamps his foot and claps his hands
He turns around and views his lands
Here’s the farmer baling hay
Got to get it done today
Stamps his foot
And claps his hands
He turns around and views his lands
Grab a brush and paint the door
Then we’ll paint a little more
Stamp our feet and clap our hands
We’ll turn around
And view the lands
Now we’ll brush the horsey’s mane
Then we’ll ride her down the lane
Stamp our feet
And clap our hands
We’ll turn around
And view the lands
Now throw a ball to the dog
And watch him jump over the log
Stamp our feet
And clap our hands
We’ll turn around
And view the lands
Watch our oats and barley grow
Watch our oats and barley grow
Can you or I or anyone know
How the oats and barley grow
How the oats and barley grow",clean
527,We’re Gonna Get Wet,"Water, water everywhere
We’re gonna get wet
Won’t you come along on the river ride
Water, water everywhere
We’re gonna get wet
Watch us get tossed by the tide

There’s white water
Round the next bend
Getting soaked is so much fun
Onb, water, water everywhere
Were gonna get wet

Roaring rapids are so wet and wild
Can’t you feel us picking up speed
Hang on tight and don’t let go
You’ll get all the water you need

Water, water everywhere
We’re gonna get wet
Won’t you come along on the river ride
Water, water everywhere
We’re gonna get wet
Watch us get tossed by the tide

There’s white water round the next bend
Getting soaked is so much fun
Oh, water, water everywhere
We’re gonna get wet

A tidal wave’s comin’ and we’re so scared
You can hear your heart start to pound
Screams and shouts are gonna fill the air
It’s the wettest ride around

Water, water everywhere
We’re gonna get wet
Won’t you come along on the river ride
Water, water everywhere
We’re gonna get wet
Watch us get tossed by the tide

There’s white water round the next bend
Getting soaked is so much fun
Oh, water, water everywhere
We’re gonna get wet
Water, water everywhere
We’re gonna get wet
Water, water everywhere
We’re gonna get wet",clean
